ブロマイド	溴化物
ご主人様は『可愛い服』を用意したと自信満々。嫌な予感を覚えながらも着てみたメイドだが、当然ながらエッチなコスチュームで……	主人自信满满地准备了“可爱的衣服”。虽然有讨厌的预感，但还是试着穿上了女仆装，当然穿着色情的服装……
ストリートファイターの現実	街头霸王的现实
ご主人様はストリート風の衣装に本物のファイターみたいだと盛り上がるが、メイドに「現実で考えると……」と言われて……	主人穿着街头风格的服装，像真的战士一样兴奋，对女仆说：“从现实来看……”被这么说……
乙女心の理解度	少女心的理解度
メイドは可愛らしい服をご主人様にお披露目してみたが、ご主人様の褒め方が気に入らず怒ってしまい……	女仆试着向主人展示了可爱的衣服，但是因为不喜欢主人的夸奖方式而生气……
日常に潜むエロス	日常中潜藏的爱欲
試着室で着替えるメイドを見て、ご主人様は「エロイな……」と言う。メイドは急な発言に動揺してしまい……	看到在试衣间换衣服的女仆，主人说：“好情色啊……”这样说。女仆因为突然的发言而动摇了……
男のロマン	男人的浪漫
ご主人様はセクシーな服を見つけて「着て欲しいなぁ……」とメイドにおねだりをする。メイドは最初は断るが、結局着ることになってしまい……	主人发现了性感的衣服，说：“好想穿啊……”和女仆撒娇。女仆一开始拒绝，结果还是穿上了……
誰にだってある時期	谁都会在某个时期
試着をしながら過去を懐かしみ始めるメイドに対して、ご主人様はついついその事についてからかってしまう。	对于一边试穿一边开始怀念过去的女仆，主人不知不觉地就对这件事开玩笑了。
パンツ違い	裤子不同
メイドは新しい服に対し「パンツが似合わない」という。「その事を」下着のパンツを連想したご主人様と、噛み合わない会話が始まり……	女仆对新衣服说“不适合穿裤子”。“这件事”主人联想到内裤，开始了一段不协调的对话……
コーディネーターご主人様	协调员的主人
メイドから、普段から服を買うときには店員さんに選んで貰うという話を聞く。そんな彼女に、「俺がコーディネートしてあげたい」といい……	从女仆那里听说，平时买衣服的时候店员会选择。对于这样的她，她说“我想给她搭配”……
特別なプレゼント	特别的礼物
ご主人様は普段から頑張っているメイドにコスチュームのプレゼントする。喜ぶメイドだが、渡された衣装というのは……	主人会给平时就很努力的女仆送服装作为礼物。虽然女仆很开心，但是被交付的服装是……
カッコいい彼女	帅气的她
偶然見つけたストリートファイターみたいな衣装を着こなすメイドに、他のコスプレも出来るんじゃないかと話が弾むが……	对于偶然发现的像街头霸王一样穿着衣服的女仆，我很兴奋地说，其他的角色扮演也可以吗……
整った美	整齐的美。
ご主人様は試着をするメイドから『整っているという美しさ』の話になる。ご主人様はメイドの胸を見て「なるほど」と言ってしまい……	主人从试穿的女仆那里得到了“完美之美”的故事。主人看到女仆的胸说了“原来如此”……
お洒落の努力	漂亮的努力。
メイドはデート中に泥をかぶってしまい、新しい服に着替える。ご主人様には寒そうに見え、その事を伝えると『お洒落は厳しいのだ』と言われ……	女仆在约会中被泥巴蒙住了，换上了新衣服。主人看起来很冷，告诉他这件事的时候，他说“打扮很严格”……
理想に生きる淑女	生活在理想中的淑女
お近づき状態のお嬢様タイプイベント。仕事をサボっているご主人様……	接近状态的大小姐类型活动。怠工的主人……
うわばみを目指して	以外表为目标
お近づき状態のお嬢様タイプイベント。ご主人様とお酒に強くなるための特訓。	接近状态的大小姐类型活动。这是为了加强和主人喝酒的特训。
厳しさの理由	严厉的理由
お近づき状態のお嬢様タイプイベント。ご主人様を厳しく怒っちゃったけど……	接近状态的大小姐类型活动。虽然对主人很严厉地生气了……
一人では無理なこと	一个人做不到的事
お近づき状態のお嬢様タイプイベント。関係が進展します。劇場で貸し切りパーティー。	接近状态的大小姐类型活动。关系进展。剧场包场宴会
お茶会の始まり	茶会的开始
信頼状態のお嬢様タイプイベント。ある日、ご主人様はメイドから本物のお茶会を開こうと提案され……	信任状态的大小姐类型事件。有一天，主人被女仆提议开一个真正的茶会……
酒とバラの日々	酒和玫瑰的日子
信頼状態のお嬢様タイプイベント。いつもとちょっと違うお茶会。	信任状态的大小姐类型事件。和往常稍有不同的茶会。
芽生えた感情は	萌芽的感情
信頼状態のお嬢様タイプイベント。『理想』への矛盾。	信任状态的大小姐类型事件。对“理想”的矛盾。
高貴であるために	为了高贵
信頼状態のお嬢様タイプイベント。ぎこちなくなった関係を変えるために……	信任状态的大小姐类型事件。为了改变僵化的关系……
本当のノーブレス・オブリージュ	真正的无胸罩。
信頼状態のお嬢様タイプイベント。関係が進展します。当たり前のことに気づかせてくれた人。	信任状态的大小姐类型事件。关系进展。让我注意到了理所当然的事情的人。
特別なこと	特别的事情
恋人状態のお嬢様タイプイベント。恋人でしか出来ないようなこと……	恋人状态的大小姐类型活动。只有恋人才能做的事……
わたくしの初めて	我的第一次
恋人状態のお嬢様タイプイベント。生まれて初めての……	恋人状态的大小姐类型活动。有生以来第一次……
素直な気持ち	坦率的心情
恋人状態のお嬢様タイプイベント。仕事中にデート。	恋人状态的大小姐类型活动。工作中约会。
くまさんのその後	熊先生之后
恋人状態のお嬢様タイプイベント。ご主人様に貰った大切な証。	恋人状态的大小姐类型活动。主人给我的重要的证明。
一緒に進む道	一起前进的道路
恋人状態のお嬢様タイプイベント。二人の将来について。	恋人状态的大小姐类型活动。关于两个人的将来。
ザ・ツンツン警戒モード	傲娇警戒模式
警戒状態のツンデレタイプイベント。ご主人様にツンツンしてしまうメイドの心境はいかに。	警戒状态的傲娇型活动。对主人傲慢无礼的女仆的心境是怎样的呢？
ツンデレタイプからの好感度上昇により発生します	这是由于傲娇类型的好感度上升而产生的
褒められすぎて……	被夸奖过头了……
警戒状態のツンデレタイプイベント。褒め殺し作戦もほどほどにしましょう。	警戒状态的傲娇型活动。赞美杀人作战也要适可而止。
まずは一歩	首先一步
警戒状態のツンデレタイプイベント。お互い歩み寄ることが大事です。	警戒状态的傲娇型活动。互相让步很重要。
